# H3a SIBYLL21 mag0 total nue
# energy [GeV] 0.0 deg  10.0 deg  20.0 deg  30.0 deg  40.0 deg  50.0 deg  60.0 deg  70.0 deg  80.0 deg  89.0 deg
8.91250938e-01 3.21006095e-03 3.23986851e-03 3.32922732e-03 3.47974978e-03 3.70167697e-03 4.00129933e-03 4.38015047e-03 4.82146164e-03 5.22222042e-03 5.36285203e-03
1.12201845e+00 1.96233296e-03 1.98208938e-03 2.04155982e-03 2.14258404e-03 2.29357204e-03 2.50175423e-03 2.77353112e-03 3.10656438e-03 3.43653932e-03 3.56670986e-03
1.41253754e+00 1.14924960e-03 1.16173518e-03 1.19946630e-03 1.26408063e-03 1.36194963e-03 1.49967830e-03 1.68511275e-03 1.92379452e-03 2.18152676e-03 2.29678586e-03
1.77827941e+00 6.41366562e-04 6.48858996e-04 6.71582373e-04 7.10789238e-04 7.70948773e-04 8.57282938e-04 9.76977022e-04 1.13843254e-03 1.32780231e-03 1.42376975e-03
2.23872114e+00 3.41024987e-04 3.45297286e-04 3.58296691e-04 3.80881447e-04 4.15972863e-04 4.67281917e-04 5.40416735e-04 6.43546208e-04 7.74429649e-04 8.49424671e-04
2.81838293e+00 1.73878907e-04 1.76209197e-04 1.83321038e-04 1.95757208e-04 2.15316552e-04 2.44433770e-04 2.87047251e-04 3.49726134e-04 4.35521909e-04 4.91101724e-04
3.54813389e+00 8.58464471e-05 8.70733875e-05 9.08288190e-05 9.74367483e-05 1.07952881e-04 1.23881700e-04 1.47789787e-04 1.84396261e-04 2.38298175e-04 2.77843567e-04
4.46683592e+00 4.14116423e-05 4.20394891e-05 4.39666258e-05 4.73778004e-05 5.28681146e-05 6.13230900e-05 7.43207740e-05 9.49946540e-05 1.27655860e-04 1.54816710e-04
5.62341325e+00 1.96866068e-05 1.99998596e-05 2.09638685e-05 2.26796326e-05 2.54703980e-05 2.98350258e-05 3.66966940e-05 4.80113787e-05 6.71347676e-05 8.51385514e-05
7.07945784e+00 9.30000591e-06 9.45266661e-06 9.92355879e-06 1.07658228e-05 1.21490556e-05 1.43434805e-05 1.78665794e-05 2.38784502e-05 3.47152410e-05 4.62334388e-05
8.91250938e+00 4.38161246e-06 4.45443184e-06 4.67953551e-06 5.08402579e-06 5.75421007e-06 6.83170076e-06 8.59631159e-06 1.17069592e-05 1.76673684e-05 2.47942665e-05
1.12201845e+01 2.06077365e-06 2.09489785e-06 2.20060564e-06 2.39138331e-06 2.71004466e-06 3.22877354e-06 4.09427244e-06 5.66718410e-06 8.85981669e-06 1.31369702e-05
1.41253754e+01 9.71596931e-07 9.87369696e-07 1.03632638e-06 1.12504033e-06 1.27429564e-06 1.52001903e-06 1.93710516e-06 2.71683405e-06 4.38742770e-06 6.88398541e-06
1.77827941e+01 4.60942392e-07 4.68149329e-07 4.90560725e-07 5.31325379e-07 6.00346584e-07 7.15143817e-07 9.13094752e-07 1.29296154e-06 2.14895449e-06 3.56929771e-06
2.23872114e+01 2.19933233e-07 2.23198021e-07 2.33368080e-07 2.51929324e-07 2.83523482e-07 3.36541477e-07 4.29266450e-07 6.11482785e-07 1.04163225e-06 1.83027772e-06
2.81838293e+01 1.05182883e-07 1.06652679e-07 1.11238072e-07 1.19630470e-07 1.33971869e-07 1.58213415e-07 2.01130725e-07 2.87263179e-07 4.99377183e-07 9.26917099e-07
3.54813389e+01 5.01924116e-08 5.08512534e-08 5.29090867e-08 5.66831673e-08 6.31467065e-08 7.41291739e-08 9.37652085e-08 1.33891622e-07 2.36530046e-07 4.62788942e-07
4.46683592e+01 2.38197838e-08 2.41145366e-08 2.50358446e-08 2.67272779e-08 2.96241872e-08 3.45595270e-08 4.34457114e-08 6.18729680e-08 1.10609744e-07 2.27483333e-07
5.62341325e+01 1.12496037e-08 1.13814662e-08 1.17937250e-08 1.25505160e-08 1.38437186e-08 1.60464617e-08 2.00275859e-08 2.83740918e-08 5.10948103e-08 1.10036120e-07
7.07945784e+01 5.31360058e-09 5.37253676e-09 5.55677189e-09 5.89465470e-09 6.46966568e-09 7.44650570e-09 9.21336533e-09 1.29447920e-08 2.33529669e-08 5.23913234e-08
8.91250938e+01 2.50968697e-09 2.53609970e-09 2.61862651e-09 2.76971009e-09 3.02530045e-09 3.45719925e-09 4.23627504e-09 5.88645185e-09 1.05788331e-08 2.45664811e-08
1.12201845e+02 1.18350539e-09 1.19544322e-09 1.23271236e-09 1.30076349e-09 1.41498259e-09 1.60639357e-09 1.94928929e-09 2.67370815e-09 4.76027454e-09 1.13549770e-08
1.41253754e+02 5.56973102e-10 5.62428630e-10 5.79443345e-10 6.10414957e-10 6.61924874e-10 7.47325294e-10 8.98651170e-10 1.21559524e-09 2.13319675e-09 5.18011009e-09
1.77827941e+02 2.61554238e-10 2.64078743e-10 2.71944324e-10 2.86216885e-10 3.09728705e-10 3.48238624e-10 4.15515844e-10 5.54359565e-10 9.54748561e-10 2.33630729e-09
2.23872114e+02 1.22431557e-10 1.23613226e-10 1.27292018e-10 1.33949179e-10 1.44818418e-10 1.62404057e-10 1.92639079e-10 2.53805754e-10 4.27777039e-10 1.04352258e-09
2.81838293e+02 5.70275556e-11 5.75852704e-11 5.93207869e-11 6.24552748e-11 6.75350438e-11 7.56637049e-11 8.94183115e-11 1.16607469e-10 1.92151955e-10 4.62293502e-10
3.54813389e+02 2.64082138e-11 2.66726779e-11 2.74956256e-11 2.89804832e-11 3.13737201e-11 3.51698753e-11 4.15027998e-11 5.37245403e-11 8.66257226e-11 2.03483138e-10
4.46683592e+02 1.21507521e-11 1.22762583e-11 1.26669544e-11 1.33718985e-11 1.45043033e-11 1.62897248e-11 1.92351362e-11 2.47941520e-11 3.92142408e-11 8.91746806e-11
5.62341325e+02 5.55096398e-12 5.61035363e-12 5.79537058e-12 6.12950301e-12 6.66553386e-12 7.50801176e-12 8.88757316e-12 1.14438369e-11 1.78226742e-11 3.90020588e-11
7.07945784e+02 2.51756284e-12 2.54550972e-12 2.63266335e-12 2.79031535e-12 3.04332980e-12 3.44078399e-12 4.08930815e-12 5.27526480e-12 8.12860355e-12 1.70645406e-11
8.91250938e+02 1.13383798e-12 1.14688971e-12 1.18764221e-12 1.26151733e-12 1.38028369e-12 1.56715374e-12 1.87204149e-12 2.42536986e-12 3.71602078e-12 7.48223328e-12
1.12201845e+03 5.06962720e-13 5.13001494e-13 5.31882011e-13 5.66192274e-13 6.21498084e-13 7.08798710e-13 8.51624989e-13 1.11022755e-12 1.69952019e-12 3.29078332e-12
1.41253754e+03 2.25169504e-13 2.27936491e-13 2.36599386e-13 2.52382773e-13 2.77906487e-13 3.18369189e-13 3.84888105e-13 5.05580255e-13 7.76547529e-13 1.45293164e-12
1.77827941e+03 9.93812471e-14 1.00636481e-13 1.04571587e-13 1.11759735e-13 1.23424311e-13 1.42006595e-13 1.72744925e-13 2.28824145e-13 3.53883566e-13 6.43843784e-13
2.23872114e+03 4.36681125e-14 4.42326969e-14 4.60048339e-14 4.92498907e-14 5.45340460e-14 6.29943787e-14 7.70852590e-14 1.02991818e-13 1.60769224e-13 2.86314340e-13
2.81838293e+03 1.91031984e-14 1.93550030e-14 2.01462600e-14 2.15984268e-14 2.39708512e-14 2.77878776e-14 3.41897551e-14 4.60662412e-14 7.26981278e-14 1.27571270e-13
3.54813389e+03 8.31631493e-15 8.42766788e-15 8.77792186e-15 9.42201289e-15 1.04774217e-14 1.21832279e-14 1.50635830e-14 2.04582279e-14 3.26680425e-14 5.68295658e-14
4.46683592e+03 3.60525885e-15 3.65413278e-15 3.80799195e-15 4.09141233e-15 4.55704362e-15 5.31268738e-15 6.59661369e-15 9.02395122e-15 1.45815848e-14 2.52709931e-14
5.62341325e+03 1.55757045e-15 1.57888549e-15 1.64603350e-15 1.76990106e-15 1.97385289e-15 2.30599145e-15 2.87345150e-15 3.95568467e-15 6.46460672e-15 1.12025179e-14
7.07945784e+03 6.70910775e-16 6.80151660e-16 7.09279295e-16 7.63073169e-16 8.51808060e-16 9.96738119e-16 1.24552795e-15 1.72374666e-15 2.84622734e-15 4.94401921e-15
8.91250938e+03 2.88055051e-16 2.92037931e-16 3.04597717e-16 3.27814850e-16 3.66168309e-16 4.28960743e-16 5.37180686e-16 7.46629837e-16 1.24406871e-15 2.16953254e-15
1.12201845e+04 1.23344127e-16 1.25052775e-16 1.30442660e-16 1.40412754e-16 1.56900766e-16 1.83944680e-16 2.30701785e-16 3.21716436e-16 5.40174988e-16 9.46310029e-16
1.41253754e+04 5.26764336e-17 5.34064282e-17 5.57096718e-17 5.99720593e-17 6.70261223e-17 7.86113520e-17 9.86890915e-17 1.37950325e-16 2.33045171e-16 4.10079826e-16
1.77827941e+04 2.24039711e-17 2.27142500e-17 2.36933391e-17 2.55056750e-17 2.85062272e-17 3.34381517e-17 4.19994623e-17 5.87990741e-17 9.97962726e-17 1.76309644e-16
2.23872114e+04 9.48424713e-18 9.61544947e-18 1.00294716e-17 1.07958879e-17 1.20649332e-17 1.41515748e-17 1.77772670e-17 2.49092434e-17 4.24176316e-17 7.51839271e-17
2.81838293e+04 3.99800538e-18 4.05325076e-18 4.22757549e-18 4.55024568e-18 5.08445612e-18 5.96280113e-18 7.48950787e-18 1.04969965e-17 1.79123176e-17 3.18223069e-17
3.54813389e+04 1.67615223e-18 1.69929737e-18 1.77232412e-18 1.90746671e-18 2.13113446e-18 2.49875261e-18 3.13760497e-18 4.39678659e-18 7.51027772e-18 1.33599304e-17
4.46683592e+04 6.97689223e-19 7.07323801e-19 7.37718770e-19 7.93952133e-19 8.86979027e-19 1.03978479e-18 1.30516381e-18 1.82810283e-18 3.12298252e-18 5.55729703e-18
5.62341325e+04 2.88127147e-19 2.92110227e-19 3.04674418e-19 3.27912716e-19 3.66336849e-19 4.29406282e-19 5.38837062e-19 7.54285198e-19 1.28784476e-18 2.29042329e-18
7.07945784e+04 1.18026210e-19 1.19661268e-19 1.24818369e-19 1.34354460e-19 1.50115067e-19 1.75965557e-19 2.20770036e-19 3.08863647e-19 5.26815202e-19 9.35675458e-19
8.91250938e+04 4.78875106e-20 4.85529937e-20 5.06518646e-20 5.45323297e-20 6.09435649e-20 7.14527820e-20 8.96486129e-20 1.25369103e-19 2.13581158e-19 3.78598705e-19
1.12201845e+05 1.92174713e-20 1.94855646e-20 2.03311088e-20 2.18943234e-20 2.44766335e-20 2.87078358e-20 3.60276618e-20 5.03751607e-20 8.57201437e-20 1.51588095e-19
1.41253754e+05 7.62227235e-21 7.72905702e-21 8.06586894e-21 8.68861354e-21 9.71738907e-21 1.14028745e-20 1.43172220e-20 2.00222466e-20 3.40389682e-20 6.00393222e-20
1.77827941e+05 2.98500855e-21 3.02700176e-21 3.15946991e-21 3.40444896e-21 3.80925954e-21 4.47260686e-21 5.61949235e-21 7.86274604e-21 1.33602335e-20 2.35052355e-20
2.23872114e+05 1.15432742e-21 1.17062436e-21 1.22204225e-21 1.31716301e-21 1.47441469e-21 1.73222725e-21 2.17813839e-21 3.05014487e-21 5.18284156e-21 9.09768884e-21
2.81838293e+05 4.40797827e-22 4.47036228e-22 4.66722817e-22 5.03156780e-22 5.63424155e-22 6.62305291e-22 8.33462641e-22 1.16831301e-21 1.98622546e-21 3.48008359e-21
3.54813389e+05 1.66288615e-22 1.68643886e-22 1.76078069e-22 1.89842570e-22 2.12626448e-22 2.50041983e-22 3.14876827e-22 4.41846311e-22 7.51871577e-22 1.31567464e-21
4.46683592e+05 6.20226862e-23 6.28997764e-23 6.56688477e-23 7.07981735e-23 7.92946624e-23 9.32617440e-23 1.17496814e-22 1.65030333e-22 2.81170518e-22 4.91707814e-22
5.62341325e+05 2.28969641e-23 2.32192753e-23 2.42370693e-23 2.61232419e-23 2.92498506e-23 3.43949999e-23 4.33358048e-23 6.09052472e-23 1.03900209e-22 1.81689943e-22
7.07945784e+05 8.39009479e-24 8.50725908e-24 8.87731462e-24 9.56338708e-24 1.07014266e-23 1.25760980e-23 1.58385911e-23 2.22630083e-23 3.80194042e-23 6.65056901e-23
8.91250938e+05 3.06516077e-24 3.10743519e-24 3.24097982e-24 3.48866005e-24 3.89975782e-24 4.57758831e-24 5.75888730e-24 8.08995926e-24 1.38221645e-23 2.41887830e-23
1.12201845e+06 1.12074278e-24 1.13592036e-24 1.18387365e-24 1.27283987e-24 1.42058559e-24 1.66439946e-24 2.08986607e-24 2.93115801e-24 5.00588925e-24 8.76270685e-24
1.41253754e+06 4.11537809e-25 4.16974667e-25 4.34154607e-25 4.66036948e-25 5.19008703e-25 6.06489060e-25 7.59325819e-25 1.06211111e-24 1.81100447e-24 3.16967296e-24
1.77827941e+06 1.52405736e-25 1.54354585e-25 1.60513446e-25 1.71945701e-25 1.90947737e-25 2.22348794e-25 2.77266087e-25 3.86250236e-25 6.56569585e-25 1.14814295e-24
2.23872114e+06 5.72823689e-26 5.79840623e-26 6.02018002e-26 6.43192509e-26 7.11653635e-26 8.24848277e-26 1.02299163e-25 1.41681314e-25 2.39622634e-25 4.18183798e-25
2.81838293e+06 2.19326771e-26 2.21870796e-26 2.29911940e-26 2.44843584e-26 2.69677532e-26 3.10757196e-26 3.82720447e-26 5.25941805e-26 8.82978156e-26 1.53555676e-25
3.54813389e+06 8.56982454e-27 8.66270947e-27 8.95631831e-27 9.50159579e-27 1.04086986e-26 1.19097752e-26 1.45410348e-26 1.97837048e-26 3.28805357e-26 5.68748495e-26
4.46683592e+06 3.43081559e-27 3.46499981e-27 3.57306145e-27 3.77377061e-27 4.10772541e-27 4.66052617e-27 5.63004755e-27 7.56360081e-27 1.24024309e-26 2.12857057e-26
5.62341325e+06 1.41165248e-27 1.42434888e-27 1.46448581e-27 1.53904083e-27 1.66310943e-27 1.86853288e-27 2.22896381e-27 2.94833619e-27 4.75122133e-27 8.06654537e-27
7.07945784e+06 5.97557361e-28 6.02323257e-28 6.17390074e-28 6.45378810e-28 6.91960906e-28 7.69103140e-28 9.04500779e-28 1.17490390e-27 1.85337779e-27 3.10263575e-27
8.91250938e+06 2.61397110e-28 2.63208045e-28 2.68933242e-28 2.79569160e-28 2.97272318e-28 3.26594188e-28 3.78073032e-28 4.80933144e-28 7.39261203e-28 1.21535684e-27
1.12201845e+07 1.18142380e-28 1.18840003e-28 1.21045552e-28 1.25143045e-28 1.31963673e-28 1.43262087e-28 1.63102325e-28 2.02760703e-28 3.02429504e-28 4.86213277e-28
1.41253754e+07 5.47530517e-29 5.50258480e-29 5.58883097e-29 5.74906454e-29 6.01580060e-29 6.45768986e-29 7.23378070e-29 8.78555184e-29 1.26872417e-28 1.98823369e-28
1.77827941e+07 2.59018421e-29 2.60099694e-29 2.63518237e-29 2.69869542e-29 2.80442753e-29 2.97960042e-29 3.28729378e-29 3.90264894e-29 5.45027706e-29 8.30332084e-29
2.23872114e+07 1.24142488e-29 1.24575731e-29 1.25945475e-29 1.28490352e-29 1.32726991e-29 1.39746421e-29 1.52077220e-29 1.76741181e-29 2.38777265e-29 3.53059665e-29
2.81838293e+07 5.96800899e-30 5.98549995e-30 6.04079976e-30 6.14354333e-30 6.31459086e-30 6.59799861e-30 7.09588303e-30 8.09184024e-30 1.05967944e-29 1.52066482e-29
3.54813389e+07 2.85021997e-30 2.85728859e-30 2.87963699e-30 2.92115921e-30 2.99028639e-30 3.10482592e-30 3.30605606e-30 3.70861471e-30 4.72093851e-30 6.58156099e-30
4.46683592e+07 1.34471244e-30 1.34755551e-30 1.35654428e-30 1.37324511e-30 1.40104949e-30 1.44712085e-30 1.52806513e-30 1.68999805e-30 2.09711862e-30 2.84432967e-30
5.62341325e+07 6.24745422e-31 6.25878338e-31 6.29460250e-31 6.36115413e-31 6.47195505e-31 6.65555599e-31 6.97814357e-31 7.62350488e-31 9.24555749e-31 1.22180460e-30
7.07945784e+07 2.85878810e-31 2.86324156e-31 2.87732212e-31 2.90348433e-31 2.94704296e-31 3.01922438e-31 3.14605379e-31 3.39978877e-31 4.03732157e-31 5.20377089e-31
8.91250938e+07 1.29304908e-31 1.29477028e-31 1.30021234e-31 1.31032429e-31 1.32716109e-31 1.35506344e-31 1.40409395e-31 1.50218652e-31 1.74857044e-31 2.19862949e-31
1.12201845e+08 5.73586034e-32 5.74238373e-32 5.76301002e-32 5.80133839e-32 5.86516234e-32 5.97094413e-32 6.15684545e-32 6.52878446e-32 7.46268865e-32 9.16581024e-32
1.41253754e+08 2.46384522e-32 2.46626359e-32 2.47391060e-32 2.48812181e-32 2.51178920e-32 2.55102144e-32 2.61997867e-32 2.75795463e-32 3.10428867e-32 3.73485083e-32
1.77827941e+08 1.01916080e-32 1.02003463e-32 1.02279789e-32 1.02793375e-32 1.03648842e-32 1.05067180e-32 1.07560620e-32 1.12550279e-32 1.25071101e-32 1.47830808e-32
2.23872114e+08 4.03178918e-33 4.03485694e-33 4.04455862e-33 4.06259268e-33 4.09263690e-33 4.14245947e-33 4.23006548e-33 4.40539653e-33 4.84523583e-33 5.64348810e-33
2.81838293e+08 1.52371097e-33 1.52475597e-33 1.52806092e-33 1.53420501e-33 1.54444238e-33 1.56142199e-33 1.59128330e-33 1.65105185e-33 1.80094157e-33 2.07254624e-33
3.54813389e+08 5.53313666e-34 5.53657460e-34 5.54744796e-34 5.56766351e-34 5.60135010e-34 5.65722871e-34 5.75551073e-34 5.95223312e-34 6.44540871e-34 7.33766901e-34
4.46683592e+08 1.92940726e-34 1.93049576e-34 1.93393849e-34 1.94033937e-34 1.95100618e-34 1.96870120e-34 1.99982595e-34 2.06212516e-34 2.21824795e-34 2.50027118e-34
5.62341325e+08 6.27909867e-35 6.28240775e-35 6.29287372e-35 6.31233249e-35 6.34475965e-35 6.39855271e-35 6.49317203e-35 6.68254996e-35 7.15693830e-35 8.01257501e-35
7.07945784e+08 1.85885345e-35 1.85981066e-35 1.86283806e-35 1.86846648e-35 1.87784549e-35 1.89340333e-35 1.92076704e-35 1.97552835e-35 2.11264351e-35 2.35958165e-35
8.91250938e+08 4.99197118e-36 4.99458543e-36 5.00285339e-36 5.01822405e-36 5.04383541e-36 5.08631611e-36 5.16102660e-36 5.31052007e-36 5.68466327e-36 6.35748394e-36
1.12201845e+09 1.23383651e-36 1.23450918e-36 1.23663649e-36 1.24059100e-36 1.24717955e-36 1.25810655e-36 1.27732146e-36 1.31576347e-36 1.41192852e-36 1.58461037e-36
1.41253754e+09 2.83308639e-37 2.83470835e-37 2.83983750e-37 2.84937110e-37 2.86525237e-37 2.89158635e-37 2.93788512e-37 3.03049009e-37 3.26202756e-37 3.67719798e-37
1.77827941e+09 5.51079487e-38 5.51439402e-38 5.52577499e-38 5.54692627e-38 5.58215456e-38 5.64055786e-38 5.74321711e-38 5.94849999e-38 6.46149655e-38 7.38007231e-38
2.23872114e+09 8.65463133e-39 8.66185436e-39 8.68469296e-39 8.72713264e-39 8.79780538e-39 8.91494638e-39 9.12080647e-39 9.53234497e-39 1.05602291e-38 1.23982598e-38
2.81838293e+09 1.18659720e-39 1.18789672e-39 1.19200535e-39 1.19963903e-39 1.21234839e-39 1.23340906e-39 1.27041026e-39 1.34435649e-39 1.52894601e-39 1.85857981e-39
3.54813389e+09 1.14745151e-40 1.14951117e-40 1.15602279e-40 1.16812003e-40 1.18825813e-40 1.22162365e-40 1.28023239e-40 1.39733350e-40 1.68950664e-40 2.21059359e-40
4.46683592e+09 9.61114885e-42 9.63958867e-42 9.72949791e-42 9.89651739e-42 1.01745215e-41 1.06350657e-41 1.14439116e-41 1.30596497e-41 1.70891148e-41 2.42667536e-41
5.62341325e+09 6.81439554e-43 6.84806218e-43 6.95449312e-43 7.15219567e-43 7.48125198e-43 8.02632829e-43 8.98354476e-43 1.08953740e-42 1.56612968e-42 2.41407625e-42
7.07945784e+09 3.40896276e-44 3.44178479e-44 3.54554447e-44 3.73828058e-44 4.05906034e-44 4.59040444e-44 5.52345079e-44 7.38678913e-44 1.20300806e-43 2.02819269e-43
8.91250938e+09 1.92777432e-45 1.95287290e-45 2.03221605e-45 2.17959593e-45 2.42488269e-45 2.83116919e-45 3.54458501e-45 4.96917536e-45 8.51790019e-45 1.48176430e-44
1.12201845e+10 1.02431556e-46 1.03917259e-46 1.08613929e-46 1.17337899e-46 1.31857122e-46 1.55905882e-46 1.98132657e-46 2.82446026e-46 4.92404251e-46 8.64733570e-46
1.41253754e+10 4.29886400e-48 4.36500371e-48 4.57408615e-48 4.96244744e-48 5.60878163e-48 6.67930342e-48 8.55893557e-48 1.23115860e-47 2.16531020e-47 3.82004393e-47
1.77827941e+10 1.39547423e-49 1.41702250e-49 1.48514088e-49 1.61166588e-49 1.82223192e-49 2.17098177e-49 2.78329107e-49 4.00562168e-49 7.04722983e-49 1.24289643e-48
2.23872114e+10 2.97369221e-51 3.01962891e-51 3.16484270e-51 3.43456173e-51 3.88342229e-51 4.62681821e-51 5.93193883e-51 8.53697503e-51 1.50166881e-50 2.64691891e-50
2.81838293e+10 3.72143646e-53 3.77890341e-53 3.96056284e-53 4.29796283e-53 4.85942488e-53 5.78923731e-53 7.42145778e-53 1.06788204e-52 1.87777563e-52 3.30811813e-52
3.54813389e+10 3.22819145e-55 3.27805347e-55 3.43567197e-55 3.72841668e-55 4.21555951e-55 5.02227099e-55 6.43831838e-55 9.26391995e-55 1.62866297e-54 2.86712028e-54
4.46683592e+10 1.13383404e-57 1.15133167e-57 1.20664312e-57 1.30936808e-57 1.48025375e-57 1.76310536e-57 2.25921468e-57 3.24733874e-57 5.68559454e-57 8.90105173e-57
5.62341325e+10 1.52532528e-60 1.54740179e-60 1.61718875e-60 1.74644602e-60 1.95683125e-60 2.29289344e-60 2.84546188e-60 3.75802397e-60 3.85237776e-60 -2.48969856e-58
7.07945784e+10 -3.15006383e-63 -3.31790752e-63 -3.85661185e-63 -4.91565802e-63 -7.16886784e-63 -1.23346724e-62 -2.63096477e-62 -8.25503689e-62 -6.27608055e-61 -8.01923232e-59
8.91250938e+10 -1.31481931e-64 -1.38332721e-64 -1.60394513e-64 -2.04017268e-64 -2.97541213e-64 -5.14688359e-64 -1.11286492e-63 -3.58330592e-63 -2.85155117e-62 -3.91208224e-60
