1.0000E-01 0.95 4.0888E+03
1.1220E-01 0.95 3.7414E+03
1.2589E-01 0.95 3.4032E+03
1.4125E-01 0.95 3.0689E+03
1.5849E-01 0.95 2.7369E+03
1.7783E-01 0.95 2.4144E+03
1.9953E-01 0.95 2.1045E+03
2.2387E-01 0.95 1.8152E+03
2.5119E-01 0.95 1.5496E+03
2.8184E-01 0.95 1.3094E+03
3.1623E-01 0.95 1.0951E+03
3.5481E-01 0.95 9.0868E+02
3.9811E-01 0.95 7.4771E+02
4.4668E-01 0.95 6.0899E+02
5.0119E-01 0.95 4.9273E+02
5.6234E-01 0.95 3.9595E+02
6.3096E-01 0.95 3.1579E+02
7.0795E-01 0.95 2.4999E+02
7.9433E-01 0.95 1.9646E+02
8.9125E-01 0.95 1.5348E+02
1.0000E+00 0.95 1.1882E+02
1.1220E+00 0.95 9.1622E+01
1.2589E+00 0.95 7.0319E+01
1.4125E+00 0.95 5.3603E+01
1.5849E+00 0.95 4.0557E+01
1.7783E+00 0.95 3.0526E+01
1.9953E+00 0.95 2.2802E+01
2.2387E+00 0.95 1.6914E+01
2.5119E+00 0.95 1.2509E+01
2.8184E+00 0.95 9.2103E+00
3.1623E+00 0.95 6.7611E+00
3.5481E+00 0.95 4.9267E+00
3.9811E+00 0.95 3.5817E+00
4.4668E+00 0.95 2.5903E+00
5.0119E+00 0.95 1.8717E+00
5.6234E+00 0.95 1.3524E+00
6.3096E+00 0.95 9.7305E-01
7.0795E+00 0.95 6.9695E-01
7.9433E+00 0.95 4.9919E-01
8.9125E+00 0.95 3.5767E-01
1.0000E+01 0.95 2.5568E-01
1.1220E+01 0.95 1.8233E-01
1.2589E+01 0.95 1.2959E-01
1.4125E+01 0.95 9.2177E-02
1.5849E+01 0.95 6.5688E-02
1.7783E+01 0.95 4.6660E-02
1.9953E+01 0.95 3.3171E-02
2.2387E+01 0.95 2.3574E-02
2.5119E+01 0.95 1.6699E-02
2.8184E+01 0.95 1.1859E-02
3.1623E+01 0.95 8.3624E-03
3.5481E+01 0.95 5.9054E-03
3.9811E+01 0.95 4.1735E-03
4.4668E+01 0.95 2.9459E-03
5.0119E+01 0.95 2.0771E-03
5.6234E+01 0.95 1.4609E-03
6.3096E+01 0.95 1.0259E-03
7.0795E+01 0.95 7.2069E-04
7.9433E+01 0.95 5.0446E-04
8.9125E+01 0.95 3.5299E-04
1.0000E+02 0.95 2.4821E-04
1.1220E+02 0.95 1.7372E-04
1.2589E+02 0.95 1.2145E-04
1.4125E+02 0.95 8.4742E-05
1.5849E+02 0.95 5.9111E-05
1.7783E+02 0.95 4.1217E-05
1.9953E+02 0.95 2.8742E-05
2.2387E+02 0.95 2.0030E-05
2.5119E+02 0.95 1.3916E-05
2.8184E+02 0.95 9.6478E-06
3.1623E+02 0.95 6.7298E-06
3.5481E+02 0.95 4.6486E-06
3.9811E+02 0.95 3.2162E-06
4.4668E+02 0.95 2.2228E-06
5.0119E+02 0.95 1.5321E-06
5.6234E+02 0.95 1.0618E-06
6.3096E+02 0.95 7.2380E-07
7.0795E+02 0.95 4.9540E-07
7.9433E+02 0.95 3.3928E-07
8.9125E+02 0.95 2.3171E-07
1.0000E+03 0.95 1.5936E-07
1.1220E+03 0.95 1.0717E-07
1.2589E+03 0.95 7.2512E-08
1.4125E+03 0.95 4.8944E-08
1.5849E+03 0.95 3.2970E-08
1.7783E+03 0.95 2.2237E-08
1.9953E+03 0.95 1.4952E-08
2.2387E+03 0.95 1.0001E-08
2.5119E+03 0.95 6.6539E-09
2.8184E+03 0.95 4.4258E-09
3.1623E+03 0.95 3.0332E-09
3.5481E+03 0.95 1.9582E-09
3.9811E+03 0.95 1.2982E-09
4.4668E+03 0.95 8.6123E-10
5.0119E+03 0.95 5.6901E-10
5.6234E+03 0.95 3.7347E-10
6.3096E+03 0.95 2.4762E-10
7.0795E+03 0.95 1.6377E-10
7.9433E+03 0.95 1.0767E-10
8.9125E+03 0.95 7.0786E-11
1.0000E+04 0.95 4.6227E-11
1.0000E-01 0.85 4.1651E+03
1.1220E-01 0.85 3.8046E+03
1.2589E-01 0.85 3.4455E+03
1.4125E-01 0.85 3.0993E+03
1.5849E-01 0.85 2.7618E+03
1.7783E-01 0.85 2.4357E+03
1.9953E-01 0.85 2.1228E+03
2.2387E-01 0.85 1.8259E+03
2.5119E-01 0.85 1.5571E+03
2.8184E-01 0.85 1.3149E+03
3.1623E-01 0.85 1.1001E+03
3.5481E-01 0.85 9.1461E+02
3.9811E-01 0.85 7.5293E+02
4.4668E-01 0.85 6.1401E+02
5.0119E-01 0.85 4.9686E+02
5.6234E-01 0.85 3.9938E+02
6.3096E-01 0.85 3.1848E+02
7.0795E-01 0.85 2.5184E+02
7.9433E-01 0.85 1.9821E+02
8.9125E-01 0.85 1.5482E+02
1.0000E+00 0.85 1.2024E+02
1.1220E+00 0.85 9.2840E+01
1.2589E+00 0.85 7.1393E+01
