1.0000E-01 0.95 15.0 4.2288E+03
1.1220E-01 0.95 15.0 3.8621E+03
1.2589E-01 0.95 15.0 3.5100E+03
1.4125E-01 0.95 15.0 3.1642E+03
1.5849E-01 0.95 15.0 2.8125E+03
1.7783E-01 0.95 15.0 2.4807E+03
1.9953E-01 0.95 15.0 2.1661E+03
2.2387E-01 0.95 15.0 1.8588E+03
2.5119E-01 0.95 15.0 1.5933E+03
2.8184E-01 0.95 15.0 1.3503E+03
3.1623E-01 0.95 15.0 1.1286E+03
3.5481E-01 0.95 15.0 9.3368E+02
3.9811E-01 0.95 15.0 7.6528E+02
4.4668E-01 0.95 15.0 6.2826E+02
5.0119E-01 0.95 15.0 5.1178E+02
5.6234E-01 0.95 15.0 4.0883E+02
6.3096E-01 0.95 15.0 3.2733E+02
7.0795E-01 0.95 15.0 2.5975E+02
7.9433E-01 0.95 15.0 2.0229E+02
8.9125E-01 0.95 15.0 1.5788E+02
1.0000E+00 0.95 15.0 1.2256E+02
1.1220E+00 0.95 15.0 9.4382E+01
1.2589E+00 0.95 15.0 7.2444E+01
1.4125E+00 0.95 15.0 5.5297E+01
1.5849E+00 0.95 15.0 4.1838E+01
1.7783E+00 0.95 15.0 3.1275E+01
1.9953E+00 0.95 15.0 2.3133E+01
2.2387E+00 0.95 15.0 1.7171E+01
2.5119E+00 0.95 15.0 1.2838E+01
2.8184E+00 0.95 15.0 9.4037E+00
3.1623E+00 0.95 15.0 6.8409E+00
3.5481E+00 0.95 15.0 4.9686E+00
3.9811E+00 0.95 15.0 3.6089E+00
4.4668E+00 0.95 15.0 2.5994E+00
5.0119E+00 0.95 15.0 1.8762E+00
5.6234E+00 0.95 15.0 1.3456E+00
6.3096E+00 0.95 15.0 9.6638E-01
7.0795E+00 0.95 15.0 6.9626E-01
7.9433E+00 0.95 15.0 5.0203E-01
8.9125E+00 0.95 15.0 3.6147E-01
1.0000E+01 0.95 15.0 2.5524E-01
1.1220E+01 0.95 15.0 1.8233E-01
1.2589E+01 0.95 15.0 1.3042E-01
1.4125E+01 0.95 15.0 9.2327E-02
1.5849E+01 0.95 15.0 6.5832E-02
1.7783E+01 0.95 15.0 4.7181E-02
1.9953E+01 0.95 15.0 3.3554E-02
2.2387E+01 0.95 15.0 2.3822E-02
2.5119E+01 0.95 15.0 1.6903E-02
2.8184E+01 0.95 15.0 1.1922E-02
3.1623E+01 0.95 15.0 8.3669E-03
3.5481E+01 0.95 15.0 5.9097E-03
3.9811E+01 0.95 15.0 4.1820E-03
4.4668E+01 0.95 15.0 2.9573E-03
5.0119E+01 0.95 15.0 2.0829E-03
5.6234E+01 0.95 15.0 1.4645E-03
6.3096E+01 0.95 15.0 1.0306E-03
7.0795E+01 0.95 15.0 7.2303E-04
7.9433E+01 0.95 15.0 5.0365E-04
8.9125E+01 0.95 15.0 3.5312E-04
1.0000E+02 0.95 15.0 2.4836E-04
1.1220E+02 0.95 15.0 1.7329E-04
1.2589E+02 0.95 15.0 1.2123E-04
1.4125E+02 0.95 15.0 8.4632E-05
1.5849E+02 0.95 15.0 5.9013E-05
1.7783E+02 0.95 15.0 4.1347E-05
1.9953E+02 0.95 15.0 2.8891E-05
2.2387E+02 0.95 15.0 2.0063E-05
2.5119E+02 0.95 15.0 1.3889E-05
2.8184E+02 0.95 15.0 9.6806E-06
3.1623E+02 0.95 15.0 6.7471E-06
3.5481E+02 0.95 15.0 4.6718E-06
3.9811E+02 0.95 15.0 3.2227E-06
4.4668E+02 0.95 15.0 2.2219E-06
5.0119E+02 0.95 15.0 1.5257E-06
5.6234E+02 0.95 15.0 1.0599E-06
6.3096E+02 0.95 15.0 7.2506E-07
7.0795E+02 0.95 15.0 4.9850E-07
7.9433E+02 0.95 15.0 3.4079E-07
8.9125E+02 0.95 15.0 2.3164E-07
1.0000E+03 0.95 15.0 1.5860E-07
1.1220E+03 0.95 15.0 1.0682E-07
1.2589E+03 0.95 15.0 7.2915E-08
1.4125E+03 0.95 15.0 4.9201E-08
1.5849E+03 0.95 15.0 3.2893E-08
1.7783E+03 0.95 15.0 2.2298E-08
1.9953E+03 0.95 15.0 1.4905E-08
2.2387E+03 0.95 15.0 1.0098E-08
2.5119E+03 0.95 15.0 6.7608E-09
2.8184E+03 0.95 15.0 4.4360E-09
3.1623E+03 0.95 15.0 3.0213E-09
3.5481E+03 0.95 15.0 1.9694E-09
3.9811E+03 0.95 15.0 1.2954E-09
4.4668E+03 0.95 15.0 8.5891E-10
5.0119E+03 0.95 15.0 5.7409E-10
5.6234E+03 0.95 15.0 3.7257E-10
6.3096E+03 0.95 15.0 2.4429E-10
