1.0000E-01 0.95 9.0955E+03
1.1220E-01 0.95 8.2473E+03
1.2589E-01 0.95 7.4336E+03
1.4125E-01 0.95 6.6559E+03
1.5849E-01 0.95 5.9169E+03
1.7783E-01 0.95 5.1971E+03
1.9953E-01 0.95 4.4804E+03
2.2387E-01 0.95 3.7831E+03
2.5119E-01 0.95 3.1321E+03
2.8184E-01 0.95 2.5526E+03
3.1623E-01 0.95 2.0536E+03
3.5481E-01 0.95 1.6336E+03
3.9811E-01 0.95 1.2863E+03
4.4668E-01 0.95 1.0047E+03
5.0119E-01 0.95 7.7882E+02
5.6234E-01 0.95 5.9960E+02
6.3096E-01 0.95 4.5884E+02
7.0795E-01 0.95 3.4893E+02
7.9433E-01 0.95 2.6375E+02
8.9125E-01 0.95 1.9828E+02
1.0000E+00 0.95 1.4837E+02
1.1220E+00 0.95 1.1068E+02
1.2589E+00 0.95 8.2789E+01
1.4125E+00 0.95 6.1308E+01
1.5849E+00 0.95 4.5348E+01
1.7783E+00 0.95 3.3497E+01
1.9953E+00 0.95 2.4680E+01
2.2387E+00 0.95 1.8146E+01
2.5119E+00 0.95 1.3314E+01
2.8184E+00 0.95 9.7464E+00
3.1623E+00 0.95 7.1005E+00
3.5481E+00 0.95 5.1499E+00
3.9811E+00 0.95 3.7267E+00
4.4668E+00 0.95 2.6919E+00
5.0119E+00 0.95 1.9401E+00
5.6234E+00 0.95 1.3904E+00
6.3096E+00 0.95 9.9411E-01
7.0795E+00 0.95 7.0848E-01
7.9433E+00 0.95 5.0447E-01
8.9125E+00 0.95 3.5889E-01
1.0000E+01 0.95 2.5555E-01
1.1220E+01 0.95 1.8169E-01
1.2589E+01 0.95 1.2907E-01
1.4125E+01 0.95 9.1716E-02
1.5849E+01 0.95 6.5151E-02
1.7783E+01 0.95 4.6323E-02
1.9953E+01 0.95 3.2862E-02
2.2387E+01 0.95 2.3266E-02
2.5119E+01 0.95 1.6524E-02
2.8184E+01 0.95 1.1701E-02
3.1623E+01 0.95 8.2847E-03
3.5481E+01 0.95 5.8592E-03
3.9811E+01 0.95 4.1354E-03
4.4668E+01 0.95 2.9176E-03
5.0119E+01 0.95 2.0538E-03
5.6234E+01 0.95 1.4433E-03
