1.0000E-01 0.95 4.8465E+03
1.1220E-01 0.95 4.3450E+03
1.2589E-01 0.95 3.8488E+03
1.4125E-01 0.95 3.3665E+03
1.5849E-01 0.95 2.9145E+03
1.7783E-01 0.95 2.4964E+03
1.9953E-01 0.95 2.1123E+03
2.2387E-01 0.95 1.7641E+03
2.5119E-01 0.95 1.4557E+03
2.8184E-01 0.95 1.1833E+03
3.1623E-01 0.95 9.5084E+02
3.5481E-01 0.95 7.5620E+02
3.9811E-01 0.95 5.9295E+02
4.4668E-01 0.95 4.5935E+02
5.0119E-01 0.95 3.5209E+02
5.6234E-01 0.95 2.6748E+02
6.3096E-01 0.95 2.0125E+02
7.0795E-01 0.95 1.5021E+02
7.9433E-01 0.95 1.1134E+02
8.9125E-01 0.95 8.1912E+01
1.0000E+00 0.95 5.9753E+01
1.1220E+00 0.95 4.3438E+01
1.2589E+00 0.95 3.1334E+01
1.4125E+00 0.95 2.2502E+01
1.5849E+00 0.95 1.6082E+01
1.7783E+00 0.95 1.1444E+01
1.9953E+00 0.95 8.1045E+00
2.2387E+00 0.95 5.6997E+00
2.5119E+00 0.95 3.9810E+00
2.8184E+00 0.95 2.7682E+00
3.1623E+00 0.95 1.9111E+00
3.5481E+00 0.95 1.3122E+00
3.9811E+00 0.95 8.9711E-01
4.4668E+00 0.95 6.1115E-01
5.0119E+00 0.95 4.1590E-01
5.6234E+00 0.95 2.8186E-01
6.3096E+00 0.95 1.8978E-01
7.0795E+00 0.95 1.2756E-01
7.9433E+00 0.95 8.5328E-02
8.9125E+00 0.95 5.6836E-02
1.0000E+01 0.95 3.8269E-02
1.1220E+01 0.95 2.5576E-02
1.2589E+01 0.95 1.6987E-02
1.4125E+01 0.95 1.1251E-02
1.5849E+01 0.95 7.4967E-03
1.7783E+01 0.95 4.9738E-03
1.9953E+01 0.95 3.3007E-03
2.2387E+01 0.95 2.2034E-03
2.5119E+01 0.95 1.4659E-03
2.8184E+01 0.95 9.7890E-04
3.1623E+01 0.95 6.6537E-04
3.5481E+01 0.95 4.4711E-04
3.9811E+01 0.95 3.0027E-04
4.4668E+01 0.95 2.0126E-04
5.0119E+01 0.95 1.3576E-04
5.6234E+01 0.95 9.1674E-05
6.3096E+01 0.95 6.1946E-05
7.0795E+01 0.95 4.1981E-05
7.9433E+01 0.95 2.8619E-05
8.9125E+01 0.95 1.9550E-05
1.0000E+02 0.95 1.3177E-05
1.1220E+02 0.95 8.9255E-06
1.2589E+02 0.95 6.0575E-06
1.4125E+02 0.95 4.1100E-06
1.5849E+02 0.95 2.8018E-06
1.7783E+02 0.95 1.9161E-06
1.9953E+02 0.95 1.3065E-06
2.2387E+02 0.95 8.9173E-07
2.5119E+02 0.95 6.0568E-07
2.8184E+02 0.95 4.0808E-07
3.1623E+02 0.95 2.7665E-07
3.5481E+02 0.95 1.8721E-07
3.9811E+02 0.95 1.2626E-07
4.4668E+02 0.95 8.5795E-08
5.0119E+02 0.95 5.7850E-08
5.6234E+02 0.95 3.8670E-08
6.3096E+02 0.95 2.6049E-08
7.0795E+02 0.95 1.7484E-08
7.9433E+02 0.95 1.1787E-08
8.9125E+02 0.95 7.8606E-09
1.0000E+03 0.95 5.2478E-09
1.1220E+03 0.95 3.4822E-09
1.2589E+03 0.95 2.3057E-09
1.4125E+03 0.95 1.5558E-09
1.5849E+03 0.95 1.0435E-09
1.7783E+03 0.95 6.8047E-10
1.9953E+03 0.95 4.5401E-10
2.2387E+03 0.95 3.0198E-10
2.5119E+03 0.95 2.0228E-10
2.8184E+03 0.95 1.3407E-10
3.1623E+03 0.95 8.5752E-11
3.5481E+03 0.95 5.5724E-11
3.9811E+03 0.95 3.7172E-11
4.4668E+03 0.95 2.4498E-11
5.0119E+03 0.95 1.6019E-11
5.6234E+03 0.95 1.0290E-11
6.3096E+03 0.95 6.9013E-12
7.0795E+03 0.95 4.4149E-12
7.9433E+03 0.95 2.8406E-12
8.9125E+03 0.95 1.8922E-12
1.0000E+04 0.95 1.2741E-12
1.0000E-01 0.85 5.0028E+03
1.1220E-01 0.85 4.4771E+03
1.2589E-01 0.85 3.9558E+03
1.4125E-01 0.85 3.4584E+03
1.5849E-01 0.85 2.9928E+03
1.7783E-01 0.85 2.5644E+03
1.9953E-01 0.85 2.1738E+03
2.2387E-01 0.85 1.8186E+03
2.5119E-01 0.85 1.5024E+03
2.8184E-01 0.85 1.2256E+03
3.1623E-01 0.85 9.8773E+02
3.5481E-01 0.85 7.8723E+02
3.9811E-01 0.85 6.1924E+02
4.4668E-01 0.85 4.8112E+02
5.0119E-01 0.85 3.7089E+02
5.6234E-01 0.85 2.8291E+02
6.3096E-01 0.85 2.1371E+02
7.0795E-01 0.85 1.6000E+02
7.9433E-01 0.85 1.1890E+02
8.9125E-01 0.85 8.7827E+01
1.0000E+00 0.85 6.4419E+01
1.1220E+00 0.85 4.6932E+01
1.2589E+00 0.85 3.3963E+01
1.4125E+00 0.85 2.4463E+01
1.5849E+00 0.85 1.7564E+01
1.7783E+00 0.85 1.2514E+01
1.9953E+00 0.85 8.8827E+00
